song_name|song_popularity|song_duration_ms|acousticness|danceability|energy|instrumentalness|key|liveness|loudness|audio_mode|speechiness|tempo|time_signature|audio_valence
Life On Mars? - 2015 Remastered Version|71|235986|0.639|0.442|0.384|7.7e-05|10|0.0539|-14.635|1|0.0414|123.281|4|0.21600000000000003
Personal Jesus - Acoustic Version|45|207866|0.9179999999999999|0.667|0.266|0.284|9|0.136|-16.339000000000002|0|0.0362|138.178|4|0.349
Wuthering Heights|66|269066|0.366|0.48100000000000004|0.392|0.0452|1|0.124|-11.380999999999998|1|0.0312|124.572|4|0.52
Stuck In The Middle With You - Remastered|63|201334|0.11900000000000001|0.8370000000000001|0.496|0.35700000000000004|7|0.115|-11.821|1|0.0402|125.01700000000001|4|0.9640000000000001
Just The Two Of Us (feat. Bill Withers)|65|237106|0.5760000000000001|0.8029999999999999|0.488|0.0609|1|0.0763|-9.302999999999999|1|0.0803|95.771|4|0.624
(You Make Me Feel Like) A Natural Woman|62|229066|0.953|0.624|0.158|0.00135|9|0.11199999999999999|-13.059000000000001|1|0.0289|85.492|3|0.303
Cecilia|68|174826|0.35700000000000004|0.755|0.8759999999999999|5.17e-06|0|0.22|-8.867|1|0.0362|102.762|4|0.9540000000000001
Our House|67|179760|0.8959999999999999|0.593|0.205|5.4600000000000006e-05|9|0.11900000000000001|-14.600999999999999|1|0.0479|140.279|4|0.377
And It Stoned Me|50|272160|0.35|0.593|0.46799999999999997|3.52e-05|7|0.0919|-11.165|1|0.0285|75.798|4|0.597
Famous Blue Raincoat|58|310773|0.948|0.474|0.0404|0.000263|9|0.111|-22.208000000000002|0|0.0387|119.415|3|0.18
All Things Must Pass|59|226866|0.494|0.508|0.56|0.00611|9|0.106|-8.244|1|0.0304|122.514|4|0.386
Stand By Me - Remastered|63|211666|0.29|0.632|0.556|0.0215|9|0.0779|-10.138|1|0.0288|104.99600000000001|4|0.633
Baby, I Love Your Way|50|309760|0.614|0.7490000000000001|0.24600000000000002|0.000138|0|0.0967|-12.847000000000001|1|0.0383|132.153|4|0.308
Solsbury Hill|21|262600|0.37799999999999995|0.6779999999999999|0.622|0.000953|11|0.363|-8.875|1|0.0301|102.229|1|0.47100000000000003
Boulder To Birmingham - Remastered|48|213026|0.78|0.47600000000000003|0.318|2e-06|10|0.10400000000000001|-10.953|1|0.0304|126.495|4|0.311
Something On Your Mind|53|203333|0.55|0.41|0.598|0.00274|2|0.092|-8.515|1|0.0405|76.445|4|0.262
You're The Inspiration - 2006 Remastered Version|72|229240|0.368|0.583|0.602|0.0|11|0.22|-6.364|1|0.0274|74.008|4|0.38799999999999996
Ripple|44|250333|0.345|0.6|0.363|0.000333|7|0.25|-15.469000000000001|1|0.037000000000000005|125.76100000000001|4|0.75
You Are So Beautiful|53|159640|0.83|0.387|0.19399999999999998|0.00145|1|0.131|-10.829|1|0.031|121.7|4|0.0862
Blue Bayou|63|239399|0.7390000000000001|0.732|0.161|0.000379|11|0.105|-12.817|1|0.0306|95.21|4|0.5
Bohemian Rhapsody - Remastered 2011|59|354320|0.28800000000000003|0.392|0.402|0.0|0|0.243|-9.961|0|0.0536|143.88299999999998|4|0.228
Stairway To Heaven|80|482830|0.58|0.33799999999999997|0.34|0.0032|9|0.11599999999999999|-12.049000000000001|0|0.0339|82.43299999999999|4|0.19699999999999998
Hotel California - Remastered|83|391376|0.0057399999999999994|0.579|0.508|0.0004940000000000001|2|0.0575|-9.484|1|0.027000000000000003|147.125|4|0.609
London Calling - Remastered|71|200480|0.12300000000000001|0.6509999999999999|0.8009999999999999|0.0|0|0.0825|-7.34|1|0.0513|133.763|4|0.7759999999999999
Riders On The Storm|74|434720|0.25|0.5489999999999999|0.722|0.0138|11|0.11|-11.729000000000001|0|0.0283|103.885|4|0.716
Rock And Roll All Nite|74|168826|0.0551|0.657|0.932|0.0|1|0.047|-5.819|1|0.0992|144.751|4|0.888
Who Are You|63|381626|0.299|0.653|0.631|0.00265|9|0.0627|-11.334000000000001|1|0.0461|156.32|4|0.516
Changes - 2015 Remastered Version|65|217746|0.505|0.547|0.308|0.0|0|0.109|-11.75|1|0.0377|114.719|4|0.41
Who'll Stop The Rain|66|147493|0.0424|0.598|0.797|0.000407|7|0.0717|-6.792999999999999|1|0.0332|123.566|4|0.622
Me and Bobby McGee|69|271333|0.302|0.45299999999999996|0.46399999999999997|5.96e-05|2|0.152|-10.96|1|0.0431|93.19|4|0.6579999999999999
Wild Horses|68|341773|0.669|0.371|0.40399999999999997|0.004529999999999999|7|0.0805|-6.452000000000001|1|0.0255|74.38600000000001|4|0.153
Imagine - Remastered 2010|77|187866|0.907|0.547|0.257|0.183|0|0.0935|-12.357999999999999|1|0.0252|75.752|4|0.16899999999999998
Let It Be - Remastered 2009|78|243026|0.631|0.44299999999999995|0.40299999999999997|0.0|0|0.111|-8.339|1|0.0322|143.46200000000002|4|0.41
Dream On|79|266960|0.38799999999999996|0.307|0.433|9.08e-05|1|0.332|-10.057|1|0.028999999999999998|160.9|4|0.22399999999999998
Roxanne - Remastered 2003|68|191946|0.026000000000000002|0.608|0.746|2.39e-06|0|0.043|-8.851|1|0.354|134.03|4|0.745
Highway to Hell|83|208400|0.0591|0.573|0.9129999999999999|0.00173|6|0.156|-4.793|0|0.132|115.715|4|0.42200000000000004
Bang a Gong (Get It On) - Remastered Version|62|267000|0.157|0.7290000000000001|0.818|0.285|2|0.195|-9.992|1|0.0732|125.811|4|0.907
Smoke On the Water|63|342173|0.0983|0.632|0.586|0.581|0|0.0535|-11.333|1|0.0284|114.243|4|0.89
Black Magic Woman|64|196466|0.6759999999999999|0.489|0.349|0.0789|2|0.0866|-14.295|0|0.0323|124.348|4|0.622
Message In A Bottle - Remastered 2003|67|290280|0.0338|0.5820000000000001|0.81|1.6800000000000002e-05|1|0.20199999999999999|-7.024|0|0.0396|151.006|4|0.875
Free Bird|71|547106|0.0765|0.252|0.8440000000000001|0.00018|0|0.084|-8.121|1|0.0572|118.15799999999999|4|0.35100000000000003
Cocaine|69|221640|0.0607|0.6990000000000001|0.502|0.0337|9|0.317|-12.526|1|0.0278|105.266|4|0.6759999999999999
Lola - Coca Cola Version|67|241040|0.5820000000000001|0.474|0.917|0.231|9|0.201|-4.19|1|0.0395|152.113|4|0.902
Black Dog|72|295386|0.396|0.43700000000000006|0.8640000000000001|0.0314|4|0.242|-7.8420000000000005|0|0.0904|81.39399999999999|4|0.7490000000000001
Blitzkrieg Bop - 2016 Remastered Version|70|134466|0.000269|0.385|0.7829999999999999|0.47|9|0.10800000000000001|-2.533|1|0.233|176.701|4|0.902
I Want You to Want Me|66|191226|0.78|0.8059999999999999|0.462|0.0134|2|0.15|-12.777999999999999|1|0.0298|92.726|4|0.736
Black Diamond|52|313466|0.0889|0.321|0.627|0.00878|8|0.0699|-9.509|0|0.0542|132.855|4|0.141
Blinded By The Light|63|428133|0.29100000000000004|0.456|0.696|0.000207|5|0.0853|-10.0|1|0.0653|142.156|4|0.508
American Girl|72|214733|0.44799999999999995|0.55|0.8240000000000001|0.000127|2|0.366|-5.9879999999999995|1|0.0334|114.512|4|0.777
Brain Damage|67|226666|0.0726|0.322|0.265|0.34|2|0.366|-13.398|1|0.0302|133.577|4|0.207
Comfortably Numb|75|382296|0.15|0.47200000000000003|0.366|0.308|11|0.0837|-12.595|0|0.0286|127.167|4|0.171
Born to Run|71|269920|0.0050100000000000006|0.27|0.9440000000000001|2.05e-05|4|0.11599999999999999|-4.199|1|0.0975|146.347|4|0.606
Layla - 40th Anniversary Version / 2010 Remastered|74|423840|0.584|0.39399999999999996|0.9179999999999999|0.332|1|0.309|-3.7430000000000003|1|0.0709|115.646|4|0.479
Just What I Needed|69|225626|0.0152|0.619|0.579|6.4e-05|4|0.0858|-9.307|1|0.0473|127.22399999999999|4|0.69
Anarchy In The U.K.|54|211973|0.0422|0.32299999999999995|0.978|0.00018999999999999998|5|0.201|-3.841|1|0.11800000000000001|134.222|4|0.168
American Pie|74|515866|0.6|0.527|0.509|0.0|7|0.14400000000000002|-10.892999999999999|1|0.0628|138.317|4|0.49700000000000005
Aqualung|64|396186|0.0667|0.48|0.47|0.0171|7|0.067|-11.919|0|0.044000000000000004|122.569|4|0.701
Won't Get Fooled Again - Original Album Version|47|511293|0.233|0.685|0.8059999999999999|0.728|2|0.105|-12.151|1|0.0497|134.889|4|0.31
Iron Man - Remastered Version|67|355303|0.00349|0.336|0.792|0.0017800000000000001|9|0.0437|-10.875|1|0.0848|155.588|4|0.425
The Boys Are Back in Town|74|266720|0.23399999999999999|0.445|0.706|0.000252|8|0.205|-9.802999999999999|1|0.0461|80.82300000000001|4|0.768
Walk This Way|71|220400|0.0114|0.653|0.73|1.0300000000000001e-05|5|0.0754|-10.613|1|0.043|108.705|4|0.894
Maggie May - Remastered Version|53|345680|0.7170000000000001|0.62|0.5589999999999999|0.433|2|0.133|-10.568|1|0.0369|129.401|4|0.527
The Joker|75|264503|0.39399999999999996|0.424|0.446|3.78e-06|5|0.16|-9.618|1|0.0525|165.158|4|0.794
We Will Rock You - Remastered|71|122066|0.688|0.6920000000000001|0.488|0.0|11|0.4|-7.282|0|0.10400000000000001|81.4|4|0.51
Walk On the Wild Side|74|254173|0.6829999999999999|0.575|0.318|0.000202|0|0.0934|-16.729|1|0.109|104.522|4|0.385
Brown Sugar|69|228666|0.215|0.6409999999999999|0.927|0.00029|0|0.045|-3.532|1|0.0351|128.606|4|0.966
American Woman - Remastered|65|307493|0.146|0.55|0.726|0.0060799999999999995|2|0.428|-8.51|1|0.0516|92.697|4|0.37
(Don't Fear) The Reaper|76|308120|0.0029|0.33299999999999996|0.927|0.00021099999999999998|9|0.297|-8.55|0|0.0733|141.47|4|0.382
Heart of Gold|60|187013|0.212|0.542|0.444|0.0519|4|0.102|-11.567|0|0.0295|171.71900000000002|4|0.8270000000000001
Running On Empty|68|298093|0.006|0.531|0.948|0.0117|9|0.6940000000000001|-5.438|1|0.0568|136.891|4|0.498
Sultans Of Swing|68|350400|0.0632|0.73|0.868|0.0661|5|0.318|-7.325|1|0.0288|148.217|4|0.9229999999999999
Rocket Man (I Think It's Going To Be A Long, Long Time)|80|281613|0.386|0.602|0.522|1.4400000000000001e-05|10|0.0941|-9.031|1|0.0285|136.637|4|0.36
Dreams - 2004 Remastered Edition|80|257800|0.0644|0.828|0.49200000000000005|0.00428|0|0.128|-9.744|1|0.0276|120.15100000000001|4|0.789
We Are The Champions - Remastered 2011|67|179200|0.389|0.467|0.486|0.0|10|0.121|-6.645|1|0.0274|95.205|3|0.184
You Ain't Seen Nothing Yet|53|232466|0.000199|0.479|0.512|0.0164|11|0.12300000000000001|-12.462|0|0.0382|118.95299999999999|4|0.795
Another Brick in the Wall, Pt. 1|63|192145|0.937|0.617|0.0457|0.6409999999999999|0|0.0991|-26.401|1|0.0344|99.48|4|0.0967
Roundabout - Remastered Version|64|510573|0.0682|0.41|0.7609999999999999|0.0077|4|0.0758|-9.453|0|0.0687|132.889|4|0.391
Ramblin' Man|70|288160|0.488|0.309|0.831|0.0030399999999999997|1|0.28600000000000003|-8.288|1|0.036000000000000004|181.145|4|0.934
Fire And Rain|72|200579|0.499|0.611|0.35|7.84e-06|5|0.0844|-14.48|1|0.0356|76.064|4|0.36
My Sweet Lord|78|281226|0.0794|0.5379999999999999|0.7040000000000001|0.0|1|0.0867|-8.904|0|0.0332|120.963|4|0.583
Baba O'Riley|75|300000|0.287|0.494|0.722|0.18600000000000003|5|0.28300000000000003|-8.373|1|0.0347|117.31200000000001|4|0.156
Heart Of Glass - Special Mix|68|275733|0.015|0.6940000000000001|0.5770000000000001|0.00836|4|0.0853|-14.63|1|0.0308|114.478|4|0.845
My Sharona|74|295400|0.0589|0.586|0.7|0.00125|0|0.0318|-9.558|1|0.0363|147.245|4|0.897
Bennie And The Jets - Remastered 2014|73|322548|0.23800000000000002|0.6679999999999999|0.6779999999999999|6.29e-06|0|0.527|-8.015|1|0.0496|132.584|4|0.778
Baby Hold On|57|210826|0.154|0.642|0.6409999999999999|1.23e-06|2|0.0475|-12.444|1|0.049|120.316|4|0.85
Tangled up in Blue|63|341626|0.414|0.42100000000000004|0.6609999999999999|1.16e-06|9|0.0962|-13.126|1|0.0433|100.965|4|0.5539999999999999
Runnin' With The Devil - 2015 Remastered Version|69|214960|0.14800000000000002|0.47200000000000003|0.9|0.000297|8|0.34|-6.406000000000001|0|0.0582|95.82600000000001|4|0.42
2112: Overture / The Temples Of Syrinx / Discovery / Presentation / Oracle / Soliloquy / Grand Finale - Medley|53|1233666|0.0787|0.345|0.795|0.00165|2|0.18|-7.44|1|0.10800000000000001|134.141|4|0.18899999999999997
All the Young Dudes|65|211066|0.20800000000000002|0.429|0.6679999999999999|0.0|4|0.5379999999999999|-7.539|0|0.044000000000000004|77.737|4|0.39799999999999996
All Right Now|52|334000|0.00966|0.7859999999999999|0.48100000000000004|0.0|2|0.0954|-11.235999999999999|1|0.114|119.854|4|0.785
Backstreets|54|390146|0.201|0.225|0.889|0.7340000000000001|7|0.379|-4.371|1|0.0337|96.02|4|0.599
Barracuda|72|261933|0.015|0.547|0.691|0.105|4|0.14400000000000002|-13.552999999999999|0|0.0369|137.148|4|0.667
Ballroom Blitz|59|246573|0.0821|0.644|0.799|0.0015400000000000001|4|0.055|-10.856|0|0.0598|108.382|4|0.889
Black Betty|68|237893|0.018000000000000002|0.465|0.865|0.00135|11|0.0769|-9.573|0|0.098|117.52799999999999|4|0.677
Beast Of Burden - Remastered|73|265173|0.387|0.787|0.877|0.00065|1|0.0387|-3.822|0|0.032|100.61|4|0.8370000000000001
Band On The Run - Remastered 2010|70|313026|0.0832|0.479|0.601|0.0014199999999999998|7|0.11|-8.806000000000001|1|0.0318|124.96600000000001|4|0.669
Breakdown|66|163893|0.39799999999999996|0.625|0.35|6.759999999999999e-05|9|0.12300000000000001|-8.395|0|0.0436|113.68799999999999|4|0.69
Carry on Wayward Son|75|323000|0.00316|0.483|0.7859999999999999|8.859999999999999e-05|7|0.446|-5.735|1|0.0319|126.74799999999999|4|0.7929999999999999
Cat Scratch Fever|63|219400|0.0049|0.5489999999999999|0.9159999999999999|0.12300000000000001|4|0.10400000000000001|-4.185|0|0.034|127.131|4|0.632
Bridge Over Troubled Water|69|293120|0.8220000000000001|0.149|0.20600000000000002|0.0006490000000000001|3|0.115|-13.888|1|0.0323|79.764|4|0.264
Caravan|58|300800|0.294|0.6409999999999999|0.397|0.000717|7|0.0496|-12.285|1|0.0454|81.962|4|0.57
Can't Get Enough - Remastered Version|55|254400|0.132|0.662|0.763|0.0013|0|0.067|-7.475|1|0.0397|126.333|4|0.6990000000000001
Cheap Sunglasses|56|288400|0.14800000000000002|0.617|0.461|0.0151|5|0.12|-14.485|0|0.0434|93.853|4|0.828
China Grove|67|195306|0.319|0.623|0.91|0.00044800000000000005|9|0.081|-8.448|1|0.0384|145.624|4|0.745
Foreplay / Long Time|64|467640|0.00975|0.436|0.657|0.00748|5|0.0931|-8.868|1|0.0541|118.693|4|0.21
Come Sail Away|59|365000|0.16|0.287|0.562|0.0|0|0.10300000000000001|-7.5489999999999995|1|0.0304|147.622|4|0.126
Give A Little Bit|72|248173|0.0694|0.531|0.818|0.0096|2|0.263|-5.358|1|0.0452|90.76700000000001|4|0.47100000000000003
Doctor My Eyes|64|199906|0.266|0.48|0.626|5.6999999999999996e-05|5|0.0857|-8.406|1|0.0294|75.63|4|0.542
Feel Like Makin' Love - 2015 Remastered Version|66|313840|0.326|0.5429999999999999|0.529|0.0026899999999999997|7|0.7090000000000001|-9.717|1|0.0301|85.126|4|0.746
Do You Feel Like We Do|48|836666|0.0439|0.295|0.568|0.0117|0|0.977|-8.232000000000001|1|0.0284|98.28399999999999|4|0.384
L.A. Woman|66|471160|0.0817|0.354|0.731|0.00119|2|0.115|-9.177999999999999|1|0.0381|170.64|4|0.698
The Lamb Lies Down On Broadway (Platinum Collection Version)|39|289373|0.45299999999999996|0.377|0.778|0.0|4|0.5710000000000001|-6.6579999999999995|1|0.0827|117.238|4|0.218
Knockin' On Heaven's Door - Remastered|72|149880|0.251|0.513|0.396|0.177|7|0.11|-13.061|1|0.0299|140.208|4|0.22899999999999998
Deacon Blues|58|456640|0.48100000000000004|0.7509999999999999|0.5720000000000001|0.000532|0|0.105|-12.324000000000002|1|0.0388|115.839|4|0.58
Life In The Fast Lane - Remastered|72|286219|0.0966|0.667|0.755|6.94e-05|9|0.0523|-7.246|1|0.069|109.535|4|0.883
Life's Been Good|69|536226|0.25|0.505|0.47600000000000003|0.00915|2|0.113|-12.897|1|0.0711|99.31|4|0.542
Locomotive Breath|60|266013|0.41200000000000003|0.693|0.528|0.00355|11|0.0563|-13.094000000000001|0|0.0855|124.573|4|0.33899999999999997
Like A Hurricane|47|501213|0.0129|0.423|0.8340000000000001|0.0011300000000000001|9|0.16399999999999998|-5.497999999999999|0|0.037000000000000005|113.876|4|0.606
Livin' Thing|68|212306|0.583|0.5489999999999999|0.6509999999999999|0.0|0|0.121|-7.097|1|0.0323|122.818|4|0.368
Paradise By the Dashboard Light|65|508333|0.214|0.326|0.872|0.0|2|0.461|-7.602|1|0.122|173.38099999999997|4|0.49200000000000005
Paradise City|73|406306|0.0214|0.27399999999999997|0.9490000000000001|0.00778|11|0.218|-8.642000000000001|1|0.0896|100.346|4|0.49700000000000005
Panama - 2015 Remastered Version|73|210226|0.00124|0.527|0.978|4.7499999999999996e-05|8|0.0744|-5.436|1|0.109|141.16899999999998|4|0.46299999999999997
Rock You Like A Hurricane|66|252493|0.00853|0.48200000000000004|0.601|0.00018700000000000002|7|0.249|-12.845999999999998|1|0.0486|125.619|4|0.774
Dr. Feelgood|68|291306|0.000886|0.535|0.9670000000000001|0.0204|2|0.233|-4.082|1|0.068|110.97|4|0.34700000000000003
Pour Some Sugar On Me - Remastered 2017|75|267306|0.0021100000000000003|0.267|0.953|0.0|1|0.28300000000000003|-4.899|0|0.096|84.98899999999999|4|0.568
Still of the Night - 2017 Remastered Version|60|399693|0.0058200000000000005|0.40299999999999997|0.88|0.000508|0|0.319|-5.872000000000001|1|0.0532|100.45700000000001|4|0.235
Crazy Train - Remastered|75|296200|0.361|0.45299999999999996|0.9059999999999999|0.0005690000000000001|9|0.26|-4.001|1|0.115|137.575|4|0.473
You Give Love A Bad Name|26|223733|0.0771|0.5589999999999999|0.825|0.0|0|0.363|-10.725|0|0.0401|122.821|4|0.805
Seventeen|59|245266|0.000895|0.5770000000000001|0.6759999999999999|2.29e-06|8|0.0625|-11.931|1|0.0295|95.98|4|0.6759999999999999
Nobody's Fool|16|287400|0.0478|0.36700000000000005|0.445|0.0028399999999999996|9|0.19899999999999998|-13.615|0|0.0286|67.197|4|0.149
Rainbow in the Dark|61|256933|0.000692|0.512|0.9470000000000001|0.114|9|0.0283|-5.659|0|0.0401|117.461|4|0.612
Lay It Down|58|205560|0.00040199999999999996|0.442|0.759|0.0081|10|0.174|-13.475|1|0.0354|198.11700000000002|4|0.27899999999999997
Bad Medicine|67|316706|0.048|0.555|0.973|0.0|9|0.0853|-3.804|1|0.035|118.64200000000001|4|0.805
Metal Health (Bang Your Head)|63|316866|0.0434|0.494|0.9329999999999999|0.00108|2|0.228|-5.977|1|0.0808|121.20100000000001|4|0.507
The Final Countdown|74|310333|0.0628|0.536|0.8440000000000001|0.00084|6|0.0608|-6.917999999999999|0|0.057999999999999996|117.652|4|0.185
Home Sweet Home|66|240933|0.0999|0.40299999999999997|0.777|3.28e-06|5|0.124|-6.416|1|0.0354|76.329|4|0.149
No One Like You|60|237466|0.0203|0.505|0.631|2.2100000000000002e-05|9|0.141|-10.433|0|0.038|118.178|4|0.835
Close My Eyes Forever|60|283133|0.31|0.47600000000000003|0.331|2.82e-06|5|0.172|-14.884|1|0.0305|130.57399999999998|4|0.24
Welcome To The Jungle|75|273600|0.0326|0.445|0.955|0.284|8|0.317|-8.027000000000001|1|0.0856|123.34299999999999|4|0.336
Every Rose Has Its Thorn - Remastered 2003|71|260173|0.16|0.5329999999999999|0.637|1.12e-05|6|0.369|-5.571000000000001|1|0.0323|140.167|4|0.292
Is This Love - 2017 Remastered Version|61|284600|0.109|0.33299999999999996|0.79|0.0|0|0.115|-6.8020000000000005|1|0.0386|180.356|4|0.534
Lick It Up|62|236640|0.187|0.6859999999999999|0.7809999999999999|1.9e-05|2|0.332|-5.906000000000001|1|0.0523|120.191|4|0.64
Once Bitten Twice Shy|61|322933|0.027999999999999997|0.723|0.541|0.00339|0|0.133|-14.020999999999999|1|0.0303|131.675|4|0.607
Wanted Dead Or Alive|67|308666|0.13699999999999998|0.257|0.8029999999999999|0.0156|7|0.297|-3.886|1|0.0411|150.81799999999998|4|0.294
Don't Know What You Got (Till It's Gone)|59|354640|0.22899999999999998|0.36|0.527|0.000792|9|0.0536|-9.883|1|0.0289|132.639|4|0.247
You're In Love|55|194106|0.0038399999999999997|0.5670000000000001|0.867|0.08800000000000001|7|0.11199999999999999|-11.540999999999999|1|0.0484|146.00799999999998|4|0.535
Girls, Girls, Girls|69|270426|0.0296|0.6|0.9309999999999999|7.099999999999999e-05|7|0.392|-4.647|1|0.0734|140.123|4|0.542
Here I Go Again 87 - 2007 Remastered Version|15|270160|0.207|0.39|0.898|6.64e-05|7|0.217|-4.0889999999999995|1|0.045|90.70299999999999|4|0.204
Livin' On A Prayer|63|250626|0.0665|0.52|0.887|0.00017900000000000001|0|0.18600000000000003|-3.2960000000000003|1|0.0349|122.52799999999999|4|0.7929999999999999
Sweet Child O' Mine|77|356400|0.141|0.449|0.9009999999999999|0.0675|6|0.128|-7.711|1|0.0526|125.148|4|0.696
Cum on Feel the Noize|68|287400|0.000183|0.441|0.9079999999999999|0.00328|11|0.0612|-4.627|0|0.115|145.439|4|0.632
Jump|19|239560|0.0745|0.547|0.8220000000000001|0.00943|0|0.0645|-7.2010000000000005|1|0.0292|130.138|4|0.774
Rock the Night|7|247493|0.036000000000000004|0.562|0.965|0.0|4|0.326|-2.7889999999999997|0|0.0613|105.305|4|0.39
Talk Dirty To Me - 2006 - Remaster|59|224960|0.008879999999999999|0.49|0.951|0.00126|11|0.376|-3.888|1|0.0966|158.075|4|0.628
Working for the Weekend|15|220706|0.027000000000000003|0.526|0.924|0.000728|7|0.598|-5.591|1|0.0391|147.28|4|0.7929999999999999
Holy Diver|61|353786|0.0642|0.47600000000000003|0.9009999999999999|0.158|8|0.0557|-6.751|1|0.0975|91.955|4|0.109
Kickstart My Heart|57|284026|0.0011099999999999999|0.474|0.977|0.00298|7|0.201|-3.839|0|0.17600000000000002|89.494|4|0.23600000000000002
Round and Round|56|266626|0.0135|0.616|0.965|0.000174|11|0.11900000000000001|-4.4639999999999995|1|0.0613|126.535|4|0.405
We're Not Gonna Take It|60|219666|0.0127|0.502|0.924|0.0|4|0.162|-6.2989999999999995|1|0.0503|149.186|4|0.922
Cherry Pie|68|201026|0.0372|0.47200000000000003|0.946|0.0|2|0.35200000000000004|-4.591|1|0.145|177.489|4|0.486
Summertime Girls - Studio Version|51|209066|0.0025|0.423|0.696|2.44e-06|4|0.221|-11.589|1|0.0335|129.02|4|0.7859999999999999
18 And Life|60|231280|0.000384|0.457|0.794|7.26e-05|1|0.131|-6.624|0|0.0298|90.439|4|0.354
Heaven's On Fire|66|201400|0.00536|0.679|0.8590000000000001|5.18e-05|0|0.327|-5.945|1|0.0665|124.324|4|0.792
Dude (Looks Like A Lady)|69|265773|0.41700000000000004|0.537|0.978|1.56e-05|4|0.0374|-2.9210000000000003|0|0.0442|126.34299999999999|4|0.9309999999999999
Gypsy Road|54|235733|0.009609999999999999|0.523|0.88|0.000828|9|0.32899999999999996|-9.019|1|0.0402|132.42600000000002|4|0.5529999999999999
Alone Again|60|262200|0.0194|0.298|0.612|9.67e-05|3|0.0906|-9.002|0|0.0379|156.727|4|0.34299999999999997
Poison|60|269600|0.0515|0.3|0.894|0.000333|2|0.125|-7.7860000000000005|0|0.109|118.631|4|0.268
Addicted To That Rush|4|284973|0.0537|0.46|0.9740000000000001|7.95e-06|2|0.32899999999999996|-5.095|1|0.156|112.684|4|0.444
Inside Out|47|228533|0.013000000000000001|0.426|0.961|0.0259|8|0.0621|-4.365|1|0.07|171.41099999999997|4|0.616
I Wanna Be Somebody|5|223533|0.00081|0.29600000000000004|0.83|0.0|1|0.263|-7.051|0|0.0505|164.12400000000002|4|0.478
Wait|51|295426|0.00122|0.204|0.794|0.0|2|0.14800000000000002|-7.586|1|0.0618|149.346|4|0.205
Over The Mountain|3|271400|4.95e-05|0.46299999999999997|0.9259999999999999|0.000576|5|0.0868|-3.563|0|0.12|131.129|4|0.501
Wild Frontier - Remastered 2002|48|255720|0.00434|0.479|0.8220000000000001|4.76e-06|4|0.0843|-6.412000000000001|0|0.0444|130.035|4|0.562
Armed And Ready - 2008 Remastered Version|4|248333|0.0038799999999999998|0.33|0.963|0.0071400000000000005|9|0.0793|-5.5089999999999995|1|0.106|171.59|4|0.7340000000000001
I Surrender|59|241893|0.159|0.498|0.858|0.0|7|0.262|-5.2589999999999995|0|0.0661|132.718|4|0.778
Edge Of A Broken Heart|54|265333|0.0113|0.619|0.7509999999999999|7.87e-05|7|0.12300000000000001|-11.568|0|0.0417|126.079|4|0.532
I Don't Believe In Love - Remastered 2003|53|263560|0.0373|0.562|0.991|1.1400000000000001e-05|7|0.425|-2.654|1|0.0745|118.00399999999999|4|0.266
I Hate Myself for Loving You|66|246800|0.0846|0.611|0.883|1.2e-06|9|0.192|-11.225|1|0.0539|117.928|4|0.604
Eye of the Tiger|77|245620|0.132|0.8170000000000001|0.599|0.00031099999999999997|0|0.0873|-9.249|0|0.0328|108.87299999999999|4|0.5479999999999999
Kiss Me Deadly|55|241800|0.008190000000000001|0.46799999999999997|0.743|7.879999999999999e-05|0|0.369|-10.845999999999998|1|0.0326|156.10299999999998|4|0.648
I Remember You|67|313693|0.00642|0.345|0.531|7.28e-06|0|0.14|-12.708|1|0.0305|176.30200000000002|4|0.49
Wild Side|61|281960|0.00742|0.596|0.8959999999999999|0.00057|0|0.37200000000000005|-4.635|1|0.0382|115.09200000000001|4|0.456
Heaven|64|236843|0.115|0.462|0.488|0.0|6|0.128|-11.142999999999999|1|0.0287|145.789|4|0.33
Fallen Angel - Remastered|57|238200|0.00864|0.509|0.935|1.17e-06|6|0.255|-3.633|1|0.0493|148.062|4|0.501
Shout At The Devil|63|195853|0.02|0.489|0.953|0.00021|0|0.113|-4.615|1|0.0858|94.443|4|0.447
Runaway|67|230666|0.0048200000000000005|0.47600000000000003|0.897|2.3800000000000003e-05|9|0.152|-4.237|0|0.0627|152.497|4|0.667
Shake Me|54|222466|0.00465|0.5670000000000001|0.889|0.000183|9|0.26899999999999996|-11.782|1|0.0304|132.726|4|0.555
Modern Day Cowboy|60|318226|0.0158|0.44|0.772|5.65e-06|9|0.08199999999999999|-8.838|1|0.0335|112.839|4|0.321
Why Can't This Be Love|62|227693|0.0606|0.531|0.626|0.0|0|0.0767|-13.370999999999999|1|0.0452|88.236|4|0.746
Up All Night|51|226026|0.000373|0.516|0.733|0.00716|7|0.258|-11.341|0|0.0326|98.006|4|0.552
High Enough|59|287320|0.0241|0.273|0.537|0.0|2|0.0922|-9.612|1|0.0306|81.814|4|0.23199999999999998
Rock And Roll All Nite|31|168733|0.046|0.6559999999999999|0.9309999999999999|0.0|1|0.0543|-5.827000000000001|1|0.0976|144.747|4|0.909
Living After Midnight|64|210133|0.0136|0.61|0.8240000000000001|1.75e-06|4|0.0606|-6.046|1|0.0534|134.99200000000002|4|0.8190000000000001
Wild Child|59|312400|0.0608|0.37200000000000005|0.857|9.01e-05|5|0.187|-7.816|0|0.0461|146.08|4|0.389
